Program,Year,Period,Geo Level,State,Ag District,County,Commodity,Data Item,Domain Category,Value
SURVEY,1963,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,SOYBEANS - ACRES HARVESTED,NOT SPECIFIED,"46,700"
SURVEY,1963,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"1,256,000"
SURVEY,1963,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,26.9
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,CORN - ACRES PLANTED,NOT SPECIFIED,"124,800"
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - ACRES HARVESTED",NOT SPECIFIED,"117,900"
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"8,645,000"
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,73.3
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,SORGHUM - ACRES PLANTED,NOT SPECIFIED,120
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",NOT SPECIFIED,50
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"3,370"
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,67.4
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,SOYBEANS - ACRES HARVESTED,NOT SPECIFIED,"42,100"
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"1,023,000"
SURVEY,1962,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,24.3
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,CORN - ACRES PLANTED,NOT SPECIFIED,"124,300"
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - ACRES HARVESTED",NOT SPECIFIED,"118,900"
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"8,735,000"
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,73.5
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,SORGHUM - ACRES PLANTED,NOT SPECIFIED,210
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",NOT SPECIFIED,80
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"4,770"
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,59.6
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,SOYBEANS - ACRES HARVESTED,NOT SPECIFIED,"43,300"
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"1,117,000"
SURVEY,1961,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,25.8
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,CORN - ACRES PLANTED,NOT SPECIFIED,"165,100"
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - ACRES HARVESTED",NOT SPECIFIED,"159,300"
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"10,498,000"
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,65.9
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,SORGHUM - ACRES PLANTED,NOT SPECIFIED,150
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",NOT SPECIFIED,30
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"1,500"
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,50
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,SOYBEANS - ACRES HARVESTED,NOT SPECIFIED,"34,000"
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",NOT SPECIFIED,"833,000"
SURVEY,1960,YEAR,COUNTY,IOWA,NORTH CENTRAL,CERRO GORDO,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",NOT SPECIFIED,24.5
